EX3400-48T-AFI,mgtsw1,B8C253840462
EX3400-48T-AFI,mgtsw1,B8C25384031E
QFX5120-48Y-AFI,leaf1,CCE194E23F80
QFX5120-48Y-AFI,leaf2,CCE194E22680
QFX5120-48Y-AFI,leaf3,CCE194E21C80
QFX5120-48Y-AFI,leaf4,CCE194E00580
